,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
202839,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1998 (Direct),1998,1995-06,Deaths per 1000 live births,6.5,5.0
202840,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1965-06,Deaths per 1000 live births,13.89,5.0
202841,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1970-06,Deaths per 1000 live births,6.83,5.0
202842,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1975-06,Deaths per 1000 live births,7.42,5.0
202843,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1980-06,Deaths per 1000 live births,5.86,5.0
202844,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1989 (Direct),1989,1985-06,Deaths per 1000 live births,5.38,5.0
202845,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1993 (Direct),1993,1970-06,Deaths per 1000 live births,13.52,5.0
202846,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1993 (Direct),1993,1975-06,Deaths per 1000 live births,7.66,5.0
202847,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1993 (Direct),1993,1980-06,Deaths per 1000 live births,6.44,5.0
202848,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1993 (Direct),1993,1985-06,Deaths per 1000 live births,5.3,5.0
202849,Kenya,Infant mortality rate,Male,Demographic and Health Survey 1993 (Direct),1993,1990-06,Deaths per 1000 live births,5.01,5.0
202850,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1985-06,Deaths per 1000 live births,14.45,5.0
202851,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1990-06,Deaths per 1000 live births,11.9,5.0
202852,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1995-06,Deaths per 1000 live births,9.03,5.0
202853,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2000-06,Deaths per 1000 live births,9.77,5.0
202854,Kenya,Infant mortality rate,Male,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-06,Deaths per 1000 live births,8.45,5.0
202855,Kenya,Infant mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1954-06,Deaths per 1000 live births,13.496879999999999,5.0
202856,Kenya,Infant mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1959-06,Deaths per 1000 live births,10.93264,5.0
202857,Kenya,Infant mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1964-06,Deaths per 1000 live births,6.983961,5.0
202858,Kenya,Infant mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1969-06,Deaths per 1000 live births,7.044208,5.0
202859,Kenya,Infant mortality rate,Male,World Fertility Survey 1977-1978 (Direct),1977-1978,1974-06,Deaths per 1000 live births,6.604997999999999,5.0
202860,Kenya,Infant mortality rate,Male,Census 1989 (Indirect),1989,1975-03,Deaths per 1000 live births,,
202861,Kenya,Infant mortality rate,Male,Census 1989 (Indirect),1989,1978-02,Deaths per 1000 live births,,
202862,Kenya,Infant mortality rate,Male,Census 1989 (Indirect),1989,1980-09,Deaths per 1000 live births,,
202863,Kenya,Infant mortality rate,Male,Census 1989 (Indirect),1989,1983-02,Deaths per 1000 live births,,
202864,Kenya,Infant mortality rate,Male,Census 1989 (Indirect),1989,1985-03,Deaths per 1000 live births,,
202865,Kenya,Infant mortality rate,Male,Census 1989 (Indirect),1989,1987-02,Deaths per 1000 live births,,
202866,Kenya,Infant mortality rate,Male,Census 1999 (Indirect),1999,1985-04,Deaths per 1000 live births,,
202867,Kenya,Infant mortality rate,Male,Census 1999 (Indirect),1999,1988-02,Deaths per 1000 live births,,
202868,Kenya,Infant mortality rate,Male,Census 1999 (Indirect),1999,1990-09,Deaths per 1000 live births,,
202869,Kenya,Infant mortality rate,Male,Census 1999 (Indirect),1999,1993-01,Deaths per 1000 live births,,
202870,Kenya,Infant mortality rate,Male,Census 1999 (Indirect),1999,1995-03,Deaths per 1000 live births,,
202871,Kenya,Infant mortality rate,Male,Census 1999 (Indirect),1999,1997-01,Deaths per 1000 live births,,
202872,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1952-06,Deaths per 1000 live births,,1.0
202873,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1953-06,Deaths per 1000 live births,,1.0
202874,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1954-06,Deaths per 1000 live births,,1.0
202875,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1955-06,Deaths per 1000 live births,,1.0
202876,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1956-06,Deaths per 1000 live births,,1.0
202877,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1957-06,Deaths per 1000 live births,,1.0
202878,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1958-06,Deaths per 1000 live births,,1.0
202879,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1959-06,Deaths per 1000 live births,,1.0
202880,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1960-06,Deaths per 1000 live births,,1.0
202881,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1961-06,Deaths per 1000 live births,,1.0
202882,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1962-06,Deaths per 1000 live births,,1.0
202883,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1963-06,Deaths per 1000 live births,,1.0
202884,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1964-06,Deaths per 1000 live births,,1.0
202885,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1965-06,Deaths per 1000 live births,,1.0
202886,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1966-06,Deaths per 1000 live births,,1.0
202887,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1967-06,Deaths per 1000 live births,,1.0
202888,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1968-06,Deaths per 1000 live births,,1.0
202889,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1969-06,Deaths per 1000 live births,,1.0
202890,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1970-06,Deaths per 1000 live births,,1.0
202891,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1971-06,Deaths per 1000 live births,,1.0
202892,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1972-06,Deaths per 1000 live births,,1.0
202893,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1973-06,Deaths per 1000 live births,,1.0
202894,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1974-06,Deaths per 1000 live births,,1.0
202895,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1975-06,Deaths per 1000 live births,,1.0
202896,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1976-06,Deaths per 1000 live births,,1.0
202897,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1977-06,Deaths per 1000 live births,,1.0
202898,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1978-06,Deaths per 1000 live births,,1.0
202899,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1979-06,Deaths per 1000 live births,,1.0
202900,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1980-06,Deaths per 1000 live births,,1.0
202901,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1981-06,Deaths per 1000 live births,,1.0
202902,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1982-06,Deaths per 1000 live births,,1.0
202903,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1983-06,Deaths per 1000 live births,,1.0
202904,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1984-06,Deaths per 1000 live births,,1.0
202905,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1985-06,Deaths per 1000 live births,,1.0
202906,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1986-06,Deaths per 1000 live births,,1.0
202907,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1987-06,Deaths per 1000 live births,,1.0
202908,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1988-06,Deaths per 1000 live births,,1.0
202909,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1989-06,Deaths per 1000 live births,,1.0
202910,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1990-06,Deaths per 1000 live births,,1.0
202911,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1991-06,Deaths per 1000 live births,,1.0
202912,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1992-06,Deaths per 1000 live births,,1.0
202913,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1993-06,Deaths per 1000 live births,,1.0
202914,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1994-06,Deaths per 1000 live births,,1.0
202915,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1995-06,Deaths per 1000 live births,,1.0
202916,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1996-06,Deaths per 1000 live births,,1.0
202917,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1997-06,Deaths per 1000 live births,,1.0
202918,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1998-06,Deaths per 1000 live births,,1.0
202919,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1999-06,Deaths per 1000 live births,,1.0
202920,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2000-06,Deaths per 1000 live births,,1.0
202921,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2001-06,Deaths per 1000 live births,,1.0
202922,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2002-06,Deaths per 1000 live births,,1.0
202923,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2003-06,Deaths per 1000 live births,,1.0
202924,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2004-06,Deaths per 1000 live births,,1.0
202925,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2005-06,Deaths per 1000 live births,,1.0
202926,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2006-06,Deaths per 1000 live births,,1.0
202927,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2007-06,Deaths per 1000 live births,,1.0
202928,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2008-06,Deaths per 1000 live births,,1.0
202929,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2009-06,Deaths per 1000 live births,,1.0
202930,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2010-06,Deaths per 1000 live births,,1.0
202931,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2011-06,Deaths per 1000 live births,,1.0
202932,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2012-06,Deaths per 1000 live births,,1.0
202933,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2013-06,Deaths per 1000 live births,,1.0
202934,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2014-06,Deaths per 1000 live births,,1.0
202935,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2015-06,Deaths per 1000 live births,,1.0
202936,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2016-06,Deaths per 1000 live births,,1.0
202937,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2017-06,Deaths per 1000 live births,,1.0
202938,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2018-06,Deaths per 1000 live births,,1.0
202939,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2019-06,Deaths per 1000 live births,,1.0
202940,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1992-06,Deaths per 1000 live births,5.03,3.0
202941,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1995-01,Deaths per 1000 live births,4.4,2.0
202942,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1997-01,Deaths per 1000 live births,4.79,2.0
202943,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1999-01,Deaths per 1000 live births,4.38,2.0
202944,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2001-01,Deaths per 1000 live births,3.8,2.0
202945,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2003-01,Deaths per 1000 live births,3.78,2.0
202946,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2005-01,Deaths per 1000 live births,3.52,2.0
202947,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2007-01,Deaths per 1000 live births,2.95,2.0
202948,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2009-01,Deaths per 1000 live births,3.38,2.0
202949,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2011-01,Deaths per 1000 live births,2.95,2.0
202950,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2013-01,Deaths per 1000 live births,3.06,2.0
202951,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1987-11,Deaths per 1000 live births,3.8618650000000003,
202952,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1990-10,Deaths per 1000 live births,3.5091620000000003,
202953,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1993-05,Deaths per 1000 live births,3.8752410000000004,
202954,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1995-12,Deaths per 1000 live births,3.76919,
202955,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1998-08,Deaths per 1000 live births,6.206030999999999,
202956,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1982-06,Deaths per 1000 live births,6.3,5.0
202957,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1987-06,Deaths per 1000 live births,5.5,5.0
202958,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1992-06,Deaths per 1000 live births,8.2,5.0
202959,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1996-01,Deaths per 1000 live births,5.9,2.0
202960,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1998-01,Deaths per 1000 live births,6.3,2.0
202961,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,2000-01,Deaths per 1000 live births,5.6,2.0
202962,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,2002-01,Deaths per 1000 live births,7.7,2.0
202963,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1989-11,Deaths per 1000 live births,,
202964,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1992-09,Deaths per 1000 live births,,
202965,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1995-02,Deaths per 1000 live births,,
202966,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1997-04,Deaths per 1000 live births,,
202967,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1999-04,Deaths per 1000 live births,,
202968,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,2001-01,Deaths per 1000 live births,,
202969,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1975-06,Deaths per 1000 live births,7.9,5.0
202970,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1980-01,Deaths per 1000 live births,5.3,4.0
202971,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1984-01,Deaths per 1000 live births,5.7,4.0
202972,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1987-01,Deaths per 1000 live births,6.1,2.0
202973,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1989-01,Deaths per 1000 live births,5.4,2.0
202974,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1991-01,Deaths per 1000 live births,6.9,2.0
202975,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1993-01,Deaths per 1000 live births,5.6,2.0
202976,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1995-01,Deaths per 1000 live births,7.1,2.0
202977,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1997-01,Deaths per 1000 live births,6.4,2.0
202978,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1984-03,Deaths per 1000 live births,,
202979,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1987-02,Deaths per 1000 live births,,
202980,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1989-09,Deaths per 1000 live births,,
202981,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1992-02,Deaths per 1000 live births,,
202982,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1994-04,Deaths per 1000 live births,,
202983,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1996-02,Deaths per 1000 live births,,
202984,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1965-06,Deaths per 1000 live births,10.0,5.0
202985,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1970-01,Deaths per 1000 live births,6.1,4.0
202986,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1974-01,Deaths per 1000 live births,6.6,4.0
202987,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1977-06,Deaths per 1000 live births,5.6,3.0
